pontoId,lat,lon,lat_pred,lon_pred,erro_loc
853,-8.072738,-34.896675,-8.0721768,-34.896685,62.076359654
495,-8.07481,-34.890869,-8.0750852,-34.8916748,93.8879397858
2765,-8.063375,-34.888794,-8.063124799999999,-34.88865940000001,31.3976562561
913,-8.072556,-34.891972,-8.0696258,-34.8950264,467.296825116
321,-8.075891,-34.89616,-8.076051399999999,-34.8960966,19.066418972
1078,-8.071801,-34.892166,-8.0712948,-34.892054599999994,57.314539032
2308,-8.066401,-34.893074,-8.0654286,-34.8935454,119.4383416
1757,-8.069173,-34.88818,-8.069157,-34.8883074,14.1536695891
1741,-8.06922,-34.889549,-8.0689534,-34.8896248,30.6458464348
2141,-8.067605,-34.893211,-8.0740674,-34.8936294,716.203014076
2863,-8.062281,-34.887882,-8.0624262,-34.8877098,24.8627336743
187,-8.076449,-34.899715,-8.075911000000001,-34.899877399999994,62.1349793829
1040,-8.072079,-34.892063,-8.0715264,-34.89355160000001,175.091741858
1056,-8.071979,-34.89204,-8.071974599999999,-34.8920624,2.51651242528
2577,-8.064881,-34.897038,-8.0644654,-34.8971046,46.5462935701
302,-8.075984,-34.896126,-8.075852600000001,-34.896164999999996,15.1547888902
1774,-8.069136,-34.888248,-8.0688256,-34.8890466,94.4825850457
647,-8.07391,-34.890396,-8.072931,-34.89039760000001,108.273803556
405,-8.075457,-34.896286,-8.0762724,-34.895333199999996,138.425859435
1898,-8.068765,-34.896202,-8.069193199999999,-34.8984894,256.536936804
101,-8.077086,-34.899464,-8.0768448,-34.899565,28.9055434141
141,-8.076802,-34.899574,-8.077069400000001,-34.8994064,34.86904028
122,-8.076941,-34.899525,-8.0767164,-34.899604,26.32190922
1707,-8.069283,-34.900566,-8.069624000000001,-34.9006866,39.9874758496
2808,-8.062858,-34.897293,-8.064757199999999,-34.897046599999996,211.792826362
1748,-8.069194,-34.891335,-8.068296,-34.8907988,115.570948555
2354,-8.066019,-34.896519,-8.066394400000002,-34.895323399999995,138.170727818
1465,-8.069939,-34.894203,-8.069108000000002,-34.8988426,519.590443056
234,-8.07634,-34.895985,-8.062765,-34.8960058,1501.34460707
901,-8.07258,-34.896717,-8.0721768,-34.896685,44.7316552327
541,-8.074502,-34.900291,-8.0742458,-34.9003378,28.8004722967
409,-8.075452,-34.892868,-8.0741912,-34.8940728,192.557542638
173,-8.076538,-34.899693,-8.076939,-34.899527,47.9751887784
494,-8.074819,-34.900215,-8.073702399999998,-34.9004838,126.99613634
1226,-8.07079,-34.892605,-8.071451,-34.892502,73.9803826471
1975,-8.068583,-34.896469,-8.070323400000001,-34.8973084,213.56394518
195,-8.076431,-34.895683,-8.0759338,-34.8949854,94.5304720393
2733,-8.0636,-34.895966,-8.0623482,-34.8999606,461.562222052
2212,-8.066996,-34.893829,-8.0664576,-34.8911782,298.190853597
2144,-8.067559,-34.893311,-8.072537399999998,-34.8928968,552.481535939
1930,-8.068676,-34.897205,-8.0741368,-34.894957,652.797464596
2155,-8.067385,-34.896763,-8.0674758,-34.896740799999996,10.3359650469
1362,-8.070318,-34.89727,-8.0701104,-34.89747620000001,32.3067250801
677,-8.073727,-34.900501,-8.0744004,-34.900318,77.1586632858
1403,-8.070107,-34.889618,-8.0682514,-34.8891066,212.822961023
1404,-8.070104,-34.889866,-8.0702302,-34.8907136,94.462966682
1444,-8.069985,-34.890697,-8.071112399999999,-34.8916426,162.5118884
2888,-8.061568,-34.902393,-8.064363,-34.8912042,1271.44872164
3,-8.077567,-34.899223,-8.0774238,-34.8988982,39.146884375
1207,-8.070848,-34.900864,-8.073057,-34.9004288,248.97178281
2725,-8.063645,-34.886196,-8.063414400000001,-34.8864916,41.3771548134
