pontoId,lat,lon,lat_pred,lon_pred,erro_loc
1422,-8.070037,-34.890018,-8.070047,-34.889965,5.94565884058
2017,-8.068487,-34.890724,-8.069065,-34.889584,140.981666074
2516,-8.065353,-34.893871,-8.06514,-34.893993,27.1250312867
202,-8.076425,-34.899723,-8.062386,-34.888229,2003.9561951
2239,-8.066875,-34.896301,-8.068838,-34.900394,500.669146397
398,-8.075474,-34.892975,-8.076147,-34.895092,244.925224802
811,-8.072913,-34.896629,-8.073116,-34.896343,38.7015185496
1555,-8.069679,-34.900742,-8.069149,-34.900532,63.0208067775
102,-8.077082,-34.899487,-8.077538,-34.899307,54.1940979006
1209,-8.070829,-34.891758,-8.070781,-34.891747,5.44531698282
1976,-8.068582,-34.896538,-8.07015,-34.897366,195.964682733
1950,-8.068634,-34.891079,-8.068571,-34.891151,10.5607705891
2087,-8.068058,-34.890469,-8.068027,-34.890438,4.84047339859
1634,-8.069486,-34.895134,-8.069265,-34.895496,46.7922258511
2133,-8.067716,-34.896721,-8.067629,-34.896717,9.63196126578
1439,-8.069996,-34.896065,-8.069777,-34.895916,29.2637124338
