pontoId,lat,lon,lat_pred,lon_pred,erro_loc
2423,-8.0658,-34.892345,-8.0648140611703,-34.892796696250215,119.870104641
54,-8.077358,-34.898819,-8.072357511474303,-34.899107672566934,553.94953136
2236,-8.066881,-34.892612,-8.065921492368446,-34.894441479370435,227.872231881
1778,-8.069116,-34.88829,-8.068301466218324,-34.89110610351096,323.212021969
819,-8.072894,-34.895462,-8.074426276216345,-34.89953391953361,479.748016492
1808,-8.069018,-34.895882,-8.070052201911942,-34.89574219914891,115.412099101
2313,-8.066355,-34.893158,-8.067385746526423,-34.896533107735316,389.095940938
2646,-8.064113,-34.893726,-8.067704469777425,-34.895680485166665,451.864843821
20,-8.077503,-34.899101,-8.073111862487119,-34.89938275384746,486.635036269
2392,-8.065823,-34.891319,-8.064879204024793,-34.891779500567644,116.067642041
776,-8.07307,-34.896362,-8.07180132591552,-34.89734778925922,177.463974034
1663,-8.069399,-34.891121,-8.070737342434683,-34.89132462928479,149.707625127
293,-8.076039,-34.89455,-8.071128407518271,-34.89518194869761,547.54146486
1351,-8.070369,-34.897221,-8.07326599355306,-34.895639802671006,364.731916039
2034,-8.068439,-34.88966,-8.067971656134086,-34.89056110607771,111.967881822
2294,-8.066517,-34.889645,-8.06740112437688,-34.88961847095826,97.8244620947
899,-8.072584,-34.896366,-8.072954243075092,-34.895353848273764,118.840272868
2084,-8.068077,-34.890667,-8.066298459811511,-34.88697217737486,452.275848453
2503,-8.065443,-34.889519,-8.066629906537859,-34.8933447624535,441.654857887
1862,-8.068857,-34.889641,-8.068527101026305,-34.89075796576181,128.409731902
177,-8.076508,-34.896191,-8.072811461772464,-34.89649553697049,410.198750988
546,-8.074484,-34.890213,-8.072316114073564,-34.89327448725349,413.95145463
512,-8.074667,-34.900291,-8.072597519266402,-34.90111543428139,246.256454247
1842,-8.068908,-34.900112,-8.071915506630178,-34.89462788121514,689.952890143
2280,-8.06663,-34.901073,-8.067614538812968,-34.894676948748945,713.364916263
1192,-8.070946,-34.891785,-8.071719886211842,-34.89044204926101,170.988261585
